step,t_years,mean,std
929,0.929,1750.86,508.589
930,0.93,1751.23,508.972
931,0.931,1751.61,509.349
932,0.932,1751.98,509.747
933,0.933,1752.34,510.131
934,0.934,1752.72,510.541
935,0.935,1753.08,510.93
936,0.936,1753.46,511.33
937,0.937,1753.84,511.737
938,0.938,1754.22,512.115
939,0.939,1754.6,512.503
940,0.94,1754.96,512.894
941,0.941,1755.33,513.266
942,0.942,1755.71,513.655
943,0.943,1756.1,514.047
944,0.944,1756.48,514.442
945,0.945,1756.86,514.814
946,0.946,1757.24,515.208
947,0.947,1757.61,515.599
948,0.948,1757.98,515.983
949,0.949,1758.36,516.359
950,0.95,1758.73,516.739
951,0.951,1759.1,517.127
952,0.952,1759.48,517.531
953,0.953,1759.87,517.936
954,0.954,1760.25,518.322
955,0.955,1760.63,518.713
956,0.956,1761.01,519.111
957,0.957,1761.39,519.508
958,0.958,1761.77,519.923
959,0.959,1762.14,520.313
960,0.96,1762.52,520.705
961,0.961,1762.9,521.109
962,0.962,1763.28,521.496
963,0.963,1763.65,521.884
964,0.964,1764.05,522.291
965,0.965,1764.42,522.679
966,0.966,1764.79,523.073
967,0.967,1765.18,523.473
968,0.968,1765.55,523.866
969,0.969,1765.92,524.25
970,0.97,1766.31,524.658
971,0.971,1766.67,525.06
972,0.972,1767.07,525.459
973,0.973,1767.44,525.848
974,0.974,1767.83,526.245
975,0.975,1768.21,526.642
976,0.976,1768.59,527.036
977,0.977,1768.97,527.426
978,0.978,1769.36,527.852
979,0.979,1769.73,528.247
980,0.98,1770.12,528.651
981,0.981,1770.5,529.057
982,0.982,1770.88,529.458
983,0.983,1771.27,529.866
984,0.984,1771.65,530.267
985,0.985,1772.02,530.653
986,0.986,1772.41,531.06
987,0.987,1772.78,531.439
988,0.988,1773.17,531.846
989,0.989,1773.55,532.22
990,0.99,1773.94,532.622
991,0.991,1774.31,533
992,0.992,1774.7,533.412
993,0.993,1775.08,533.815
994,0.994,1775.47,534.199
995,0.995,1775.85,534.598
996,0.996,1776.24,534.998
997,0.997,1776.61,535.389
998,0.998,1777,535.781
999,0.999,1777.37,536.175
1000,1,1777.75,536.583
